Instrumento,Volume,Open,ExtValue,Rho,Theta,Vega,Gamma,NDelta,Δ|Delta,Last,Cantidad,IV Bid,Bid,Mark,Ask,IV Ask,Cantidad
BTC-27DEC24-30000-C,-,11.1,,167.98977,-7.71159,55.08697,-,,0.9455,0.637,1.8,63.78,0.5265,0.5292,0.5325,70.46,1.8
BTC-27DEC24-30000-P,0.1,117,,-28.29219,-7.71159,55.08697,-,,-0.0545,0.0185,1.5,65.58,0.0145,0.0156,0.017,68.37,20
BTC-27DEC24-31000-C,-,2.8,,171.21601,-8.33801,59.96476,-,,0.9393,0.475,1.7,63.83,0.5125,0.515,0.5185,69.94,1.7
BTC-27DEC24-31000-P,-,26.9,,-31.60869,-8.33801,59.96476,-,,-0.0607,0.016,1.4,65.23,0.0165,0.0176,0.019,67.79,18.5
BTC-27DEC24-32000-C,-,-,,174.29006,-8.9545,64.88938,-,,0.93281,0.4095,1.7,63.64,0.4985,0.5009,0.5045,69.28,1.7
BTC-27DEC24-32000-P,-,25.2,,-35.07737,-8.9545,64.88938,-,,-0.06719,0.02,1.4,64.71,0.0185,0.0197,0.021,67.08,18
BTC-27DEC24-33000-C,-,0.5,,176.9079,-9.64212,70.19826,-,,0.92557,0.6125,1.7,63.26,0.4845,0.4871,0.4905,68.51,1.7
BTC-27DEC24-33000-P,-,26,,-39.00226,-9.64212,70.19826,-,,-0.07443,0.022,1.4,64.5,0.021,0.0222,0.0235,66.7,17.5
BTC-27DEC24-34000-C,1,1.7,,179.21104,-10.35628,75.67925,-,,0.91781,0.4595,1.6,63.16,0.471,0.4737,0.477,68.03,1.6
BTC-27DEC24-34000-P,-,38.5,,-43.24186,-10.35628,75.67925,-,,-0.08219,0.024,1.4,64.13,0.0235,0.025,0.0265,66.58,17
BTC-27DEC24-35000-C,-,-,,181.38873,-11.04348,81.10833,0.00001,,0.90984,0.369,1.6,62.89,0.4575,0.4603,0.464,67.81,1.6
BTC-27DEC24-35000-P,2.6,264.9,,-47.60689,-11.04348,81.10833,0.00001,,-0.09016,0.028,1.4,64.01,0.0265,0.0278,0.0295,66.29,15.2
BTC-27DEC24-36000-C,-,1.6,,183.19771,-11.76561,86.71672,0.00001,,0.90128,0.573,1.5,62.83,0.4445,0.4473,0.451,67.44,1.5
BTC-27DEC24-36000-P,0.1,42.2,,-52.34065,-11.76561,86.71672,0.00001,,-0.09872,0.0365,1.3,63.72,0.0295,0.031,0.0325,65.85,16.1
BTC-27DEC24-37000-C,-,-,,184.78869,-12.48047,92.32881,0.00001,,0.89238,0.307,1.5,62.61,0.4315,0.4344,0.438,66.94,1.5
BTC-27DEC24-37000-P,-,45.1,,-57.29239,-12.48047,92.32881,0.00001,,-0.10762,0.038,1.3,63.63,0.033,0.0344,0.036,65.64,14.9
BTC-27DEC24-38000-C,-,0.2,,186.02256,-13.2213,98.04514,0.00001,,0.88294,0.445,1.5,62.57,0.419,0.4219,0.4255,66.65,1.5
BTC-27DEC24-38000-P,0.1,143.8,,-62.60126,-13.2213,98.04514,0.00001,,-0.11706,0.0365,1.3,63.39,0.0365,0.0381,0.0395,65.28,14.5
BTC-27DEC24-39000-C,-,0.2,,187.19444,-13.91192,103.59999,0.00001,,0.87339,0.531,1.4,62.38,0.4065,0.4095,0.413,66.24,1.4
BTC-27DEC24-39000-P,-,27.6,,-67.97212,-13.91192,103.59999,0.00001,,-0.12661,0.0345,8,63.62,0.041,0.0419,0.0435,65.11,22.3
BTC-27DEC24-40000-C,-,27.8,,187.93102,-14.64425,109.27231,0.00001,,0.86323,0.4325,1.4,62.34,0.3945,0.3975,0.401,66,1.4
BTC-27DEC24-40000-P,6.3,441.4,,-73.77826,-14.64425,109.27231,0.00001,,-0.13677,0.051,8,63.39,0.045,0.0461,0.0475,64.8,8
BTC-27DEC24-41000-C,-,11.2,,188.41211,-15.37194,114.89304,0.00001,,0.85271,0.4095,1.4,62.43,0.383,0.3857,0.3895,65.91,1.4
BTC-27DEC24-41000-P,-,22.9,,-79.8399,-15.37194,114.89304,0.00001,,-0.14729,0.0445,8,63.32,0.0495,0.0506,0.0525,64.92,23.1
BTC-27DEC24-42000-C,1,10.8,,188.76123,-16.06396,120.3679,0.00001,,0.842,0.365,1.3,62.37,0.3715,0.3742,0.3775,65.44,1.3
BTC-27DEC24-42000-P,11,47.9,,-86.03352,-16.06396,120.3679,0.00001,,-0.158,0.0615,8,63.11,0.054,0.0552,0.057,64.64,15.2
BTC-27DEC24-43000-C,1,8.7,,188.81897,-16.75895,125.78445,0.00001,,0.83092,0.3655,1.3,62.19,0.36,0.363,0.3665,65.37,1.3
BTC-27DEC24-43000-P,-,67.9,,-92.51852,-16.75895,125.78445,0.00001,,-0.16908,0.0655,8,63.03,0.059,0.0602,0.062,64.5,9.2
BTC-27DEC24-44000-C,1,7,,188.60132,-17.4529,131.10896,0.00001,,0.81951,0.357,1.3,62.13,0.349,0.3521,0.3555,65.19,1.3
BTC-27DEC24-44000-P,-,35.8,,-99.27889,-17.4529,131.10896,0.00001,,-0.18049,0.0545,8,62.84,0.064,0.0656,0.0675,64.48,15.2
BTC-27DEC24-45000-C,2,157.6,,188.16562,-18.13211,136.29299,0.00001,,0.80786,0.3415,1.3,62.19,0.3385,0.3415,0.345,65.13,1.3
BTC-27DEC24-45000-P,1.1,388.8,,-106.25732,-18.13211,136.29299,0.00001,,-0.19214,0.078,9.2,62.54,0.069,0.0712,0.073,64.35,9.2
BTC-27DEC24-46000-C,2,12.6,,187.67854,-18.7557,141.25776,0.00001,,0.79613,0.3245,1.2,62.12,0.328,0.331,0.3345,64.95,1.2
BTC-27DEC24-46000-P,1,96.8,,-113.28714,-18.7557,141.25776,0.00001,,-0.20387,0.09,8,62.8,0.0755,0.0769,0.079,64.33,9.2
BTC-27DEC24-47000-C,1,17.9,,186.90547,-19.38268,146.09383,0.00001,,0.78411,0.311,1.2,62.15,0.318,0.3209,0.324,64.69,1.2
BTC-27DEC24-47000-P,1.4,15.8,,-120.60294,-19.38268,146.09383,0.00001,,-0.21589,0.0915,8,62.72,0.0815,0.083,0.085,64.2,9.2
BTC-27DEC24-48000-C,-,24.2,,185.95833,-19.98646,150.744,0.00001,,0.77194,0.3275,1.2,62.08,0.308,0.3111,0.3145,64.74,1.2
BTC-27DEC24-48000-P,-,36,,-128.09282,-19.98646,150.744,0.00001,,-0.22806,0.101,9.2,62.34,0.087,0.0894,0.0915,64.18,9.2
BTC-27DEC24-49000-C,-,8.6,,184.86714,-20.56062,155.19284,0.00001,,0.75964,0.401,1.1,62.11,0.2985,0.3015,0.3045,64.49,1.1
BTC-27DEC24-49000-P,0.1,26.1,,-135.72673,-20.56062,155.19284,0.00001,,-0.24036,0.1055,8,62.67,0.0945,0.096,0.098,64.06,9.1
BTC-27DEC24-50000-C,-,130.9,,183.58934,-21.1181,159.44423,0.00001,,0.7472,0.286,1.1,62.03,0.289,0.2922,0.2955,64.55,1.1
BTC-27DEC24-50000-P,22.2,238.3,,-143.54727,-21.1181,159.44423,0.00001,,-0.2528,0.103,8,62.49,0.101,0.103,0.105,64.04,9.1
BTC-27DEC24-51000-C,-,15,,182.17869,-21.64672,163.47969,0.00001,,0.73468,0.305,1.1,62.05,0.28,0.2832,0.2865,64.5,1.1
BTC-27DEC24-51000-P,-,24.7,,-151.50065,-21.64672,163.47969,0.00001,,-0.26532,0.0925,14.1,62.23,0.1075,0.1102,0.1125,64.12,9.1
BTC-27DEC24-52000-C,-,25.5,,180.62892,-22.15041,167.29632,0.00001,,0.7221,0.4045,1.1,62.17,0.2715,0.2744,0.2775,64.38,1.1
BTC-27DEC24-52000-P,1.5,21.5,,-159.59315,-22.15041,167.29632,0.00001,,-0.2779,0.1235,9.1,62.26,0.115,0.1177,0.12,64.1,9.1
BTC-27DEC24-53000-C,-,25.4,,178.97784,-22.62065,170.88741,0.00001,,0.70948,0.308,1.1,62.18,0.263,0.2659,0.269,64.35,1.1
BTC-27DEC24-53000-P,0.1,51.5,,-167.78697,-22.62065,170.88741,0.00001,,-0.29052,0.1435,8,62.56,0.1235,0.1253,0.1275,64,9.1
BTC-27DEC24-54000-C,-,20.9,,177.21243,-23.06361,174.25289,0.00001,,0.69683,0.313,1.1,62.12,0.2545,0.2576,0.261,64.42,1.1
BTC-27DEC24-54000-P,1.1,58.8,,-176.09511,-23.06361,174.25289,0.00001,,-0.30317,0.1535,14.1,62.23,0.1305,0.1333,0.136,64.18,9.1
BTC-27DEC24-55000-C,-,532.5,,175.08149,-23.56707,177.38016,0.00001,,0.68422,0.2675,1.1,62.32,0.247,0.2503,0.253,64.4,1.1
BTC-27DEC24-55000-P,24.1,593.9,,-184.76878,-23.56707,177.38016,0.00001,,-0.31578,0.1485,8,62.53,0.1395,0.1422,0.144,64.09,9.1
BTC-27DEC24-56000-C,0.7,20.4,,173.35703,-23.87495,180.29854,0.00001,,0.67156,0.2375,1.1,62.26,0.239,0.2419,0.245,64.31,1.1
BTC-27DEC24-56000-P,-,86.2,,-193.03597,-23.87495,180.29854,0.00001,,-0.32844,0.1465,8,62.39,0.1475,0.15,0.1525,64.1,9.1
BTC-27DEC24-57000-C,0.1,111.5,,171.34505,-24.2221,182.98404,0.00001,,0.65894,0.2375,1.1,62.29,0.2315,0.2343,0.2375,64.32,1.1
BTC-27DEC24-57000-P,-,11.9,,-201.59068,-24.2221,182.98404,0.00001,,-0.34106,0.132,9.1,62.35,0.156,0.1586,0.1615,64.21,9.1
BTC-27DEC24-58000-C,-,19.4,,169.25166,-24.54244,185.4455,0.00001,,0.64637,0.2185,1,62.42,0.2245,0.2269,0.2305,64.41,1
BTC-27DEC24-58000-P,-,32,,-210.2268,-24.54244,185.4455,0.00001,,-0.35363,0.1795,8,62.24,0.1645,0.1674,0.171,64.4,13
BTC-27DEC24-59000-C,-,28.8,,167.04711,-24.85376,187.67666,0.00001,,0.63391,0.2955,1,62.47,0.2175,0.2199,0.2235,64.44,1
BTC-27DEC24-59000-P,-,51.8,,-218.97408,-24.85376,187.67666,0.00001,,-0.36609,0.2045,13,62.22,0.1735,0.1766,0.1805,64.52,13
BTC-27DEC24-60000-C,112.3,769.1,,164.79177,-25.13613,189.68853,0.00001,,0.62153,0.205,1,62.45,0.2105,0.2131,0.2165,64.4,1
BTC-27DEC24-60000-P,1.1,250.1,,-227.77216,-25.13613,189.68853,0.00001,,-0.37847,0.203,13,62.3,0.183,0.186,0.19,64.57,13
BTC-27DEC24-61000-C,0.1,24.9,,162.48753,-25.39274,191.48455,0.00001,,0.60925,0.204,1,62.52,0.204,0.2066,0.21,64.46,1
BTC-27DEC24-61000-P,-,18.1,,-236.61913,-25.39274,191.48455,0.00001,,-0.39075,0.1675,13,62.3,0.1925,0.1957,0.1995,64.56,13
BTC-27DEC24-62000-C,0.2,51.4,,160.14467,-25.62273,193.07079,0.00001,,0.5971,0.197,1,62.53,0.1975,0.2002,0.2035,64.45,1
BTC-27DEC24-62000-P,0.2,70.7,,-245.50472,-25.62273,193.07079,0.00001,,-0.4029,0.2085,13,62.4,0.2025,0.2055,0.2095,64.64,13
BTC-27DEC24-63000-C,1.1,40.3,,157.57697,-25.96448,194.38185,0.00001,,0.58573,0.1975,1,62.63,0.1915,0.1952,0.1975,64.54,1
BTC-27DEC24-63000-P,0.1,119.7,,-254.61515,-25.96448,194.38185,0.00001,,-0.41427,0.228,8,62.6,0.213,0.2168,0.2195,64.66,13
BTC-27DEC24-65000-C,10.2,924.3,,152.91559,-26.19286,196.61672,0.00001,,0.56161,0.181,1,62.81,0.18,0.1826,0.1855,64.54,1
BTC-27DEC24-65000-P,0.2,74.4,,-272.362,-26.19286,196.61672,0.00001,,-0.43839,0.256,8,62.48,0.233,0.2366,0.24,64.68,13
BTC-27DEC24-70000-C,78.9,1479.4,,140.71337,-26.6705,198.97434,0.00001,,0.50565,0.156,8.9,63.28,0.1545,0.1569,0.1595,64.83,5.9
BTC-27DEC24-70000-P,2.7,102.2,,-317.27788,-26.6705,198.97434,0.00001,,-0.49435,0.3135,13,62.62,0.2875,0.292,0.2955,65.1,13
BTC-27DEC24-75000-C,90.7,1098.4,,128.72492,-26.66293,197.68031,0.00001,,0.45418,0.136,9,63.75,0.133,0.1352,0.1375,65.16,9
BTC-27DEC24-75000-P,-,71,,-361.97999,-26.66293,197.68031,0.00001,,-0.54582,0.3205,2,61.34,0.3415,0.3513,0.3625,67.89,2
BTC-27DEC24-80000-C,42.6,1150.1,,117.31388,-26.31038,193.64654,0.00001,,0.40772,0.1125,14,64.11,0.1145,0.117,0.119,65.54,8
BTC-27DEC24-80000-P,0.1,65.8,,-406.10469,-26.31038,193.64654,0.00001,,-0.59228,0.438,-,-,-,0.4142,-,-,-
BTC-27DEC24-85000-C,2.1,629.2,,106.68898,-25.69875,187.68165,0.00001,,0.36612,0.102,14,64.68,0.0995,0.1017,0.104,66.16,9
BTC-27DEC24-85000-P,-,16.4,,-449.44325,-25.69875,187.68165,0.00001,,-0.63388,0.4575,0.1,-,0.2525,0.48,-,-,-
BTC-27DEC24-90000-C,129.2,1020.1,,96.992,-24.93482,180.50783,0.00001,,0.32939,0.083,13,65.29,0.087,0.089,0.091,66.66,8.1
BTC-27DEC24-90000-P,0.9,27.7,,-491.8539,-24.93482,180.50783,0.00001,,-0.67061,0.5965,0.3,-,0.1,0.5484,-,-,-
BTC-27DEC24-95000-C,66.2,419.6,,88.20005,-24.055,172.60623,0.00001,,0.29687,0.075,13,65.93,0.0765,0.0783,0.08,67.18,8.1
BTC-27DEC24-95000-P,-,15.9,,-533.3595,-24.055,172.60623,0.00001,,-0.70313,0.418,-,-,-,0.6187,-,-,-
BTC-27DEC24-100000-C,203.7,3004.5,,80.29785,-23.11709,164.38511,0.00001,,0.26823,0.065,12,66.52,0.0675,0.0692,0.0705,67.65,6
BTC-27DEC24-100000-P,0.2,15.5,,-573.97536,-23.11709,164.38511,0.00001,,-0.73177,0.734,-,-,-,0.6908,0.811,107.05,1
BTC-27DEC24-105000-C,0.1,140.8,,73.2823,-22.18243,156.20951,0.00001,,0.24327,0.0605,13,67.17,0.06,0.0617,0.063,68.36,6
BTC-27DEC24-105000-P,-,0.9,,-613.70457,-22.18243,156.20951,0.00001,,-0.75673,0.447,-,-,-,0.7643,-,-,-
BTC-27DEC24-110000-C,0.1,526.5,,66.95966,-21.21845,148.08784,0.00001,,0.22103,0.055,5,67.78,0.0535,0.0551,0.0565,69.03,5
BTC-27DEC24-110000-P,-,2.1,,-652.74088,-21.21845,148.08784,0.00001,,-0.77897,0.661,-,-,-,0.8388,-,-,-
BTC-27DEC24-115000-C,1.3,91.7,,61.31813,-20.27301,140.2369,0.00001,,0.20141,0.045,5,68.41,0.048,0.0494,0.0505,69.51,5
BTC-27DEC24-115000-P,-,-,,-691.09606,-20.27301,140.2369,0.00001,,-0.79859,1.514,-,-,-,0.9142,-,-,-
BTC-27DEC24-120000-C,2.7,564.1,,56.23701,-19.33567,132.64891,0.00001,,0.18389,0.0425,6.2,68.91,0.043,0.0445,0.0465,70.54,12.2
BTC-27DEC24-120000-P,-,5.8,,-728.89084,-19.33567,132.64891,0.00001,,-0.81611,0.8455,-,-,-,0.9904,-,-,-
BTC-27DEC24-125000-C,2.3,120.5,,51.78387,-18.47688,125.61344,0.00001,,0.16872,0.038,4,69.58,0.039,0.0404,0.0415,70.8,4
BTC-27DEC24-125000-P,-,6.2,,-766.05765,-18.47688,125.61344,0.00001,,-0.83128,0.7802,-,-,-,1.0673,-,-,-
BTC-27DEC24-130000-C,-,243.2,,47.66586,-17.5933,118.71856,0.00001,,0.15472,0.0355,12.2,69.95,0.035,0.0366,0.0385,71.76,12.2
BTC-27DEC24-130000-P,-,15.5,,-802.88932,-17.5933,118.71856,0.00001,,-0.84528,1.203,-,-,-,1.1446,-,-,-
BTC-27DEC24-135000-C,1.1,64.7,,44.03057,-16.78198,112.3514,0.00001,,0.14248,0.0315,5.3,70.59,0.032,0.0334,0.0345,71.97,4
BTC-27DEC24-135000-P,-,17.4,,-839.23826,-16.78198,112.3514,0.00001,,-0.85752,0.8795,-,-,-,1.2224,-,-,-
BTC-27DEC24-140000-C,10.7,257.4,,40.69558,-15.98031,106.23898,0.00001,,0.13128,0.028,5.3,71.31,0.0295,0.0304,0.0315,72.46,4
BTC-27DEC24-140000-P,-,1.2,,-875.28692,-15.98031,106.23898,0.00001,,-0.86872,1.361,-,-,-,1.3006,-,-,-
BTC-27DEC24-150000-C,1.5,565.9,,35.21458,-14.62454,95.68445,0.00001,,0.11311,0.024,1.3,72.13,0.0245,0.0258,0.027,73.74,7
BTC-27DEC24-150000-P,-,2.2,,-946.19524,-14.62454,95.68445,0.00001,,-0.88689,1.52,-,-,-,1.4581,-,-,-
BTC-27DEC24-160000-C,2.9,310.2,,30.62245,-13.36324,86.23431,-,,0.09797,0.023,1.3,73.24,0.021,0.0221,0.023,74.67,8
BTC-27DEC24-160000-P,-,2.9,,-1016.21469,-13.36324,86.23431,-,,-0.90203,1.4,-,-,-,1.6165,-,-,-
BTC-27DEC24-180000-C,5.6,283.8,,23.74411,-11.29016,70.97803,-,,0.07552,0.016,1.4,75.39,0.016,0.0167,0.0175,76.69,8
BTC-27DEC24-180000-P,0.1,14.1,,-1153.94767,-11.29016,70.97803,-,,-0.92448,2.014,-,-,-,1.9354,-,-,-
BTC-27DEC24-200000-C,-,476.3,,19.05743,-9.74531,59.72923,-,,0.0604,0.0125,0.2,77.23,0.0125,0.0132,0.014,78.77,8
BTC-27DEC24-200000-P,0.6,17.8,,-1289.489,-9.74531,59.72923,-,,-0.9396,2.3475,-,-,-,2.2562,-,-,-
BTC-27DEC24-240000-C,-,365.3,,12.86257,-7.37381,43.44565,-,,0.04053,0.008,1.5,80.12,0.008,0.0087,0.0095,82.24,8
BTC-27DEC24-240000-P,-,7.6,,-1557.39314,-7.37381,43.44565,-,,-0.95947,2.658,-,-,-,2.9003,-,-,-
BTC-27DEC24-300000-C,12.1,311.2,,8.23465,-5.36348,30.00135,-,,0.02587,0.0055,1.6,83.51,0.0046,0.0055,0.0065,87.4,8
BTC-27DEC24-300000-P,-,1.4,,-1954.58499,-5.36348,30.00135,-,,-0.97413,3.093,-,-,-,3.87,-,-,-
