Instrumento,Volume,Open,ExtValue,Rho,Theta,Vega,Gamma,NDelta,Δ|Delta,Last,Cantidad,IV Bid,Bid,Mark,Ask,IV Ask,Cantidad
BTC-26JUL24-67000-C,30.7,38,,45.14227,-37.06012,110.54611,0.00002,,0.38998,0.0615,20.2,56.35,0.064,0.065,0.066,57.43,8.9
BTC-26JUL24-67000-P,-,3.4,,-110.53585,-37.06012,110.54611,0.00002,,-0.61002,0.149,1,55.31,0.183,0.1859,0.1915,59.9,35
BTC-26JUL24-68000-C,32.2,35.7,,42.98342,-36.56671,108.78822,0.00002,,0.37001,0.0585,23.7,56.45,0.0595,0.0605,0.0615,57.55,8
BTC-26JUL24-68000-P,-,-,,-115.01825,-36.56671,108.78822,0.00002,,-0.62999,-,1,55.27,0.195,0.1982,0.2035,59.93,35
BTC-26JUL24-69000-C,2.4,21.4,,40.89017,-36.00216,106.81181,0.00002,,0.35082,0.053,18.4,56.67,0.0555,0.0565,0.0575,57.79,9.8
BTC-26JUL24-69000-P,-,-,,-119.43506,-36.00216,106.81181,0.00002,,-0.64918,-,11.8,55.61,0.208,0.2105,0.2155,59.8,14.7
BTC-26JUL24-70000-C,9.8,30.7,,38.86875,-35.37939,104.65049,0.00002,,0.33244,0.047,24.2,56.73,0.0515,0.0526,0.0535,57.87,8
BTC-26JUL24-70000-P,2,2.3,,-123.78003,-35.37939,104.65049,0.00002,,-0.66756,0.2535,12.2,55.52,0.2205,0.2237,0.2285,60.08,14.4
BTC-26JUL24-71000-C,0.2,39.6,,36.91724,-34.69615,102.3263,0.00002,,0.31481,0.0465,24.3,56.93,0.048,0.049,0.05,58.1,8
BTC-26JUL24-71000-P,-,-,,-128.0551,-34.69615,102.3263,0.00002,,-0.68519,-,1,54.07,0.231,0.2368,0.245,62.22,23.8
BTC-26JUL24-72000-C,9.3,39.3,,35.05095,-33.98679,99.88817,0.00002,,0.29809,0.046,13.8,57.29,0.045,0.0457,0.047,58.48,24.4
BTC-26JUL24-72000-P,-,12.6,,-132.24494,-33.98679,99.88817,0.00002,,-0.70191,0.1815,10,54.52,0.245,0.2503,0.2585,62.55,25.6
BTC-26JUL24-73000-C,200,500.2,,33.26335,-33.24269,97.3512,0.00002,,0.28217,0.038,21.8,57.51,0.042,0.0427,0.0435,58.43,8
BTC-26JUL24-73000-P,-,-,,-136.35609,-33.24269,97.3512,0.00002,,-0.71783,-,10,54.84,0.259,0.264,0.272,62.77,19.4
BTC-26JUL24-74000-C,1.7,106.5,,31.55752,-32.47588,94.74486,0.00002,,0.26706,0.0345,18.4,57.61,0.039,0.0398,0.041,58.87,17.8
BTC-26JUL24-74000-P,-,-,,-140.38548,-32.47588,94.74486,0.00002,,-0.73294,-,10,54.7,0.2725,0.2779,0.2815,60.41,10.7
BTC-26JUL24-76000-C,16.1,314.9,,28.40975,-30.93456,89.45586,0.00002,,0.23944,0.0315,17.8,58.06,0.034,0.0349,0.036,59.4,17.8
BTC-26JUL24-76000-P,-,2,,-148.18036,-30.93456,89.45586,0.00002,,-0.76056,0.224,19.7,54.64,0.3005,0.3064,0.3145,63.94,19.2
BTC-26JUL24-78000-C,30.2,158.3,,25.60092,-29.41087,84.19461,0.00002,,0.21503,0.03,16.3,58.75,0.03,0.0307,0.0315,59.82,15
BTC-26JUL24-78000-P,-,-,,-155.63629,-29.41087,84.19461,0.00002,,-0.78497,-,17.3,54.74,0.3295,0.3356,0.344,64.97,16.7
BTC-26JUL24-80000-C,0.8,195.3,,23.06175,-27.85275,78.96693,0.00002,,0.1931,0.032,16.1,59.41,0.0265,0.0271,0.028,60.54,16
BTC-26JUL24-80000-P,-,-,,-162.82257,-27.85275,78.96693,0.00002,,-0.8069,-,18.9,55.12,0.3595,0.3655,0.374,66,18.7
BTC-26JUL24-82000-C,-,63.1,,20.81197,-26.35798,73.95084,0.00001,,0.17381,0.029,10,60.08,0.0235,0.024,0.025,61.29,26.1
BTC-26JUL24-82000-P,-,-,,-169.71946,-26.35798,73.95084,0.00001,,-0.82619,-,20.8,55.5,0.39,0.3958,0.4045,67.08,20.9
BTC-26JUL24-84000-C,0.2,23.1,,18.84083,-24.96871,69.24661,0.00001,,0.15703,0.0205,9,60.84,0.021,0.0214,0.022,61.7,6
BTC-26JUL24-84000-P,-,-,,-176.33771,-24.96871,69.24661,0.00001,,-0.84297,-,19.2,55.94,0.421,0.4267,0.4355,68.26,19.9
BTC-26JUL24-85000-C,0.1,60.4,,17.96477,-24.34037,67.0621,0.00001,,0.14961,0.0235,17.3,60.88,0.0195,0.0203,0.021,62.22,15.8
BTC-26JUL24-85000-P,-,-,,-179.53732,-24.34037,67.0621,0.00001,,-0.85039,-,16.4,56.02,0.4365,0.4423,0.451,68.76,16.7
BTC-26JUL24-86000-C,21.1,83,,17.11972,-23.69251,64.8897,0.00001,,0.14245,0.017,17.7,61.29,0.0185,0.0192,0.02,62.67,26.8
BTC-26JUL24-86000-P,-,-,,-182.70593,-23.69251,64.8897,0.00001,,-0.85755,-,17.1,56,0.452,0.458,0.4665,69.2,16.8
BTC-26JUL24-90000-C,7.5,52.1,,14.17726,-21.23352,56.82965,0.00001,,0.11763,0.015,8.1,62.79,0.015,0.0155,0.0165,64.36,29.3
BTC-26JUL24-90000-P,-,-,,-194.9426,-21.23352,56.82965,0.00001,,-0.88237,-,13.9,56.67,0.5155,0.5212,0.53,71.67,14.1
BTC-26JUL24-95000-C,-,48.4,,11.35498,-18.57438,48.30988,0.00001,,0.09397,0.0125,40.5,64.32,0.0115,0.0122,0.013,66.17,42.3
BTC-26JUL24-95000-P,-,-,,-209.38265,-18.57438,48.30988,0.00001,,-0.90603,-,35,55.47,0.595,0.6016,0.611,75.3,35
BTC-26JUL24-100000-C,0.1,999.5,,9.33908,-16.54689,41.70141,0.00001,,0.07722,0.0085,3.3,66.61,0.0095,0.01,0.0105,68.04,28
BTC-26JUL24-100000-P,-,-,,-223.01632,-16.54689,41.70141,0.00001,,-0.92278,-,35,53.94,0.676,0.683,0.6925,78.66,35
BTC-26JUL24-105000-C,5,12.3,,7.67375,-14.57261,35.81401,0.00001,,0.06336,0.008,20.3,67.98,0.0075,0.0081,0.0085,69.66,6
BTC-26JUL24-105000-P,-,-,,-236.29942,-14.57261,35.81401,0.00001,,-0.93664,-,35,51.71,0.758,0.7648,0.7745,81.93,35
BTC-26JUL24-110000-C,7.1,93.4,,6.42558,-12.99799,31.13515,0.00001,,0.05302,0.0075,35.5,69.31,0.006,0.0068,0.0075,72.2,33
BTC-26JUL24-110000-P,-,-,,-249.16537,-12.99799,31.13515,0.00001,,-0.94698,-,35,-,0.84,0.8471,0.857,85.28,35
BTC-26JUL24-120000-C,5.1,21.1,,4.73308,-10.69533,24.35617,-,,0.03907,0.0046,13.3,73.25,0.0045,0.005,0.0055,75.71,23.1
BTC-26JUL24-120000-P,-,-,,-274.0934,-10.69533,24.35617,-,,-0.96093,-,35,-,1.002,1.0126,1.0225,91.44,35
